Hugo_Symbol	dN	dS	dN/dS
ZKSCAN7	12	1	11.999988000012001
PHF20	12	1	11.999988000012001
EPAS1	12	1	11.999988000012001
OR51G1	12	1	11.999988000012001
PNLIPRP3	12	1	11.999988000012001
SEC31A	12	1	11.999988000012001
ZNF677	12	1	11.999988000012001
SLC28A2	12	1	11.999988000012001
SEMA4A	12	1	11.999988000012001
SPECC1L	12	1	11.999988000012001
INVS	12	1	11.999988000012001
ITGAE	12	1	11.999988000012001
ZNF615	12	1	11.999988000012001
CPXM2	23	2	11.499994250002874
SLITRK2	33	3	10.999996333334556
WDR62	22	2	10.99999450000275
VPS13C	22	2	10.99999450000275
TONSL	22	2	10.99999450000275
RFX6	11	1	10.999989000011
ABCG1	11	1	10.999989000011
SYNJ1	11	1	10.999989000011
ZWINT	11	1	10.999989000011
ZNF559	11	1	10.999989000011
B3GALTL	11	1	10.999989000011
IGHV1OR21-1	11	1	10.999989000011
SH3PXD2A	11	1	10.999989000011
TNFRSF19	11	1	10.999989000011
MGAT4C	11	1	10.999989000011
MAATS1	11	1	10.999989000011
EXOC2	11	1	10.999989000011
GFRA2	11	1	10.999989000011
ZNF679	11	1	10.999989000011
DMAP1	11	1	10.999989000011
NUP210L	11	1	10.999989000011
IHH	11	1	10.999989000011
TRIM51	11	1	10.999989000011
CADM3	11	1	10.999989000011
NXPE1	11	1	10.999989000011
AGBL2	11	1	10.999989000011
OSBP	11	1	10.999989000011
PREPL	11	1	10.999989000011
LRRC32	11	1	10.999989000011
PNISR	11	1	10.999989000011
ANKRD30B	11	1	10.999989000011
GBA	11	1	10.999989000011
TPTE2	11	1	10.999989000011
ZNF8	11	1	10.999989000011
VPS16	11	1	10.999989000011
SRRT	11	1	10.999989000011
OR51A7	11	1	10.999989000011
TRPV2	11	1	10.999989000011
ZNF33A	11	1	10.999989000011
SLC6A2	11	1	10.999989000011
NCOA7	11	1	10.999989000011
RAPGEF6	11	1	10.999989000011
TMTC4	11	1	10.999989000011
NEUROD4	11	1	10.999989000011
FGF13	11	1	10.999989000011
VPS8	11	1	10.999989000011
CASS4	21	2	10.499994750002624
KIAA2022	30	3	9.999996666667776
NWD1	20	2	9.9999950000025
KMT2E	20	2	9.9999950000025
SLIT3	20	2	9.9999950000025
NPTX2	10	1	9.999990000010001
SOX30	10	1	9.999990000010001
FAM198B	10	1	9.999990000010001
RBM5	10	1	9.999990000010001
C18orf8	10	1	9.999990000010001
TRIM39	10	1	9.999990000010001
C1orf94	10	1	9.999990000010001
SMCR8	10	1	9.999990000010001
TGFBR1	10	1	9.999990000010001
ANO1	10	1	9.999990000010001
OR6F1	10	1	9.999990000010001
PRPF40B	10	1	9.999990000010001
MMEL1	10	1	9.999990000010001
SOX1	10	1	9.999990000010001
WDR16	10	1	9.999990000010001
NELFCD	10	1	9.999990000010001
TCN1	10	1	9.999990000010001
RASGRP2	10	1	9.999990000010001
CAND1	10	1	9.999990000010001
CORO7	10	1	9.999990000010001
WIPF1	10	1	9.999990000010001
SLC17A3	10	1	9.999990000010001
NOA1	10	1	9.999990000010001
TOM1L2	10	1	9.999990000010001
EMC1	10	1	9.999990000010001
GALNTL6	10	1	9.999990000010001
HNRNPCL1	10	1	9.999990000010001
NEDD4	10	1	9.999990000010001
GGA3	10	1	9.999990000010001
ARHGAP28	10	1	9.999990000010001
MAGEB18	10	1	9.999990000010001
IRAK2	10	1	9.999990000010001
CRYBB1	10	1	9.999990000010001
IQUB	10	1	9.999990000010001
POMT1	10	1	9.999990000010001
BRSK1	10	1	9.999990000010001
LIMA1	10	1	9.999990000010001
EXOC7	10	1	9.999990000010001
AKNAD1	10	1	9.999990000010001
KLF3	10	1	9.999990000010001
EIF2B3	10	1	9.999990000010001
COG5	10	1	9.999990000010001
SYNM	10	1	9.999990000010001
ZNF251	10	1	9.999990000010001
AKT2	10	1	9.999990000010001
OR14K1	10	1	9.999990000010001
ALAS2	10	1	9.999990000010001
C6ORF165	10	1	9.999990000010001
ITGB1	10	1	9.999990000010001
ITGB8	10	1	9.999990000010001
ZFYVE28	10	1	9.999990000010001
PPP4R4	10	1	9.999990000010001
BTNL8	10	1	9.999990000010001
TRIM49	10	1	9.999990000010001
STARD8	10	1	9.999990000010001
OR5L2	10	1	9.999990000010001
KCNJ6	10	1	9.999990000010001
OR56A3	10	1	9.999990000010001
EFTUD2	10	1	9.999990000010001
ZNF526	10	1	9.999990000010001
STAM	10	1	9.999990000010001
PDE9A	10	1	9.999990000010001
RGAG4	10	1	9.999990000010001
CDC14A	10	1	9.999990000010001
SCAF8	10	1	9.999990000010001
FBXW11	10	1	9.999990000010001
GRM5	39	4	9.749997562500608
ATP13A1	19	2	9.499995250002375
PTEN	19	2	9.499995250002375
OSBPL6	19	2	9.499995250002375
GPC6	19	2	9.499995250002375
CR1	28	3	9.333330222223259
NUP98	28	3	9.333330222223259
ABCC9	36	4	8.999997750000562
BNC2	27	3	8.999997000000999
SUPT6H	27	3	8.999997000000999
KIF27	18	2	8.99999550000225
ARPP21	18	2	8.99999550000225
BRWD3	18	2	8.99999550000225
BRWD1	18	2	8.99999550000225
HFM1	18	2	8.99999550000225
GSE1	18	2	8.99999550000225
PNMA5	9	1	8.999991000009
OR2A2	9	1	8.999991000009
BUB1	9	1	8.999991000009
POM121C	9	1	8.999991000009
UTP14A	9	1	8.999991000009
CYP4F3	9	1	8.999991000009
POLK	9	1	8.999991000009
FIG4	9	1	8.999991000009
CACNG5	9	1	8.999991000009
AGAP7	9	1	8.999991000009
PRR19	9	1	8.999991000009
TTK	9	1	8.999991000009
PRDM5	9	1	8.999991000009
NPAS2	9	1	8.999991000009
FAM83B	9	1	8.999991000009
OR6M1	9	1	8.999991000009
TMEM104	9	1	8.999991000009
NLGN4Y	9	1	8.999991000009
CAMKV	9	1	8.999991000009
PRLHR	9	1	8.999991000009
FAM71B	9	1	8.999991000009
C1S	9	1	8.999991000009
SMAD2	9	1	8.999991000009
TYRO3	9	1	8.999991000009
TLR8	9	1	8.999991000009
PPARD	9	1	8.999991000009
OR51F1	9	1	8.999991000009
OR1Q1	9	1	8.999991000009
OR4Q3	9	1	8.999991000009
PDCD6IP	9	1	8.999991000009
VGLL1	9	1	8.999991000009
JPH3	9	1	8.999991000009
KCNA10	9	1	8.999991000009
SCAF11	9	1	8.999991000009
SAMSN1	9	1	8.999991000009
GRAMD4	9	1	8.999991000009
RXRG	9	1	8.999991000009
KIAA1328	9	1	8.999991000009
CEP152	9	1	8.999991000009
KIF1C	9	1	8.999991000009
RSBN1	9	1	8.999991000009
KLF15	9	1	8.999991000009
COG4	9	1	8.999991000009
RNF165	9	1	8.999991000009
GPR124	9	1	8.999991000009
LHX4	9	1	8.999991000009
LMCD1	9	1	8.999991000009
AP3D1	9	1	8.999991000009
ZBTB34	9	1	8.999991000009
MAGEA10	9	1	8.999991000009
EFCAB5	9	1	8.999991000009
KANSL1L	9	1	8.999991000009
ZNF382	9	1	8.999991000009
MAPKAP1	9	1	8.999991000009
SEC23B	9	1	8.999991000009
CNBD2	9	1	8.999991000009
DDO	9	1	8.999991000009
ARMC5	9	1	8.999991000009
HECTD3	9	1	8.999991000009
SLC6A16	9	1	8.999991000009
DDX19B	9	1	8.999991000009
SLC22A16	9	1	8.999991000009
HS6ST3	9	1	8.999991000009
DDX27	9	1	8.999991000009
GTPBP3	9	1	8.999991000009
GTPBP1	9	1	8.999991000009
HSF4	9	1	8.999991000009
ASS1	9	1	8.999991000009
SEMA7A	9	1	8.999991000009
CHRNA6	9	1	8.999991000009
INTU	9	1	8.999991000009
IQCH	9	1	8.999991000009
SEC24A	9	1	8.999991000009
EIF3G	9	1	8.999991000009
TBCEL	9	1	8.999991000009
SYCP2L	9	1	8.999991000009
BAZ2A	9	1	8.999991000009
COLGALT1	9	1	8.999991000009
MOGS	9	1	8.999991000009
RASGEF1A	9	1	8.999991000009
DNAH6	9	1	8.999991000009
BCL6	9	1	8.999991000009
BEND4	9	1	8.999991000009
MITF	9	1	8.999991000009
MAVS	9	1	8.999991000009
RASGRP3	9	1	8.999991000009
WIPF2	9	1	8.999991000009
MEX3A	9	1	8.999991000009
CCDC132	9	1	8.999991000009
ANPEP	9	1	8.999991000009
PTPRE	9	1	8.999991000009
VPS39	9	1	8.999991000009
NBN	9	1	8.999991000009
RBM42	9	1	8.999991000009
MBD1	9	1	8.999991000009
FAM111B	9	1	8.999991000009
ERCC6L2	17	2	8.499995750002125
GRIK5	17	2	8.499995750002125
XRN1	17	2	8.499995750002125
NAA25	17	2	8.499995750002125
E2F8	17	2	8.499995750002125
SBF2	17	2	8.499995750002125
NDST4	17	2	8.499995750002125
CDH11	41	5	8.199998360000327
FRYL	24	3	7.999997333334222
EIF2AK3	16	2	7.999996000002
ADRA1A	16	2	7.999996000002
TMC2	16	2	7.999996000002
AQR	16	2	7.999996000002
KCNH7	16	2	7.999996000002
ACCSL	16	2	7.999996000002
UPF2	16	2	7.999996000002
FAM184A	16	2	7.999996000002
NFATC4	16	2	7.999996000002
KCNV1	16	2	7.999996000002
CASKIN1	16	2	7.999996000002
ABLIM1	16	2	7.999996000002
DSTYK	16	2	7.999996000002
RBM47	16	2	7.999996000002
KIDINS220	16	2	7.999996000002
BRAT1	16	2	7.999996000002
RBM33	16	2	7.999996000002
MAP3K12	16	2	7.999996000002
BBS9	16	2	7.999996000002
SRRM1	16	2	7.999996000002
ENKUR	8	1	7.9999920000080005
PGS1	8	1	7.9999920000080005
SIRPG	8	1	7.9999920000080005
SNRPA	8	1	7.9999920000080005
SGCG	8	1	7.9999920000080005
PTGER4	8	1	7.9999920000080005
SPAG5	8	1	7.9999920000080005
SMARCC1	8	1	7.9999920000080005
PTGIS	8	1	7.9999920000080005
TNK2	8	1	7.9999920000080005
SLC46A3	8	1	7.9999920000080005
EOMES	8	1	7.9999920000080005
ASIC5	8	1	7.9999920000080005
PRPF3	8	1	7.9999920000080005
FERD3L	8	1	7.9999920000080005
PI15	8	1	7.9999920000080005
BIRC3	8	1	7.9999920000080005
ELAVL1	8	1	7.9999920000080005
PNMT	8	1	7.9999920000080005
SF1	8	1	7.9999920000080005
FBXL13	8	1	7.9999920000080005
PRAMEF4	8	1	7.9999920000080005
PPP6R1	8	1	7.9999920000080005
REPS2	8	1	7.9999920000080005
RFPL4B	8	1	7.9999920000080005
TMEM180	8	1	7.9999920000080005
RGL1	8	1	7.9999920000080005
RGL3	8	1	7.9999920000080005
RHO	8	1	7.9999920000080005
EVI5L	8	1	7.9999920000080005
RIMKLA	8	1	7.9999920000080005
DUSP22	8	1	7.9999920000080005
RNF145	8	1	7.9999920000080005
RAF1	8	1	7.9999920000080005
FBXO10	8	1	7.9999920000080005
ETV6	8	1	7.9999920000080005
STT3A	8	1	7.9999920000080005
RPL22	8	1	7.9999920000080005
RBM14-RBM4	8	1	7.9999920000080005
BUB1B	8	1	7.9999920000080005
RTFDC1	8	1	7.9999920000080005
PRKCD	8	1	7.9999920000080005
BCAT2	8	1	7.9999920000080005
TCN2	8	1	7.9999920000080005
PRODH2	8	1	7.9999920000080005
TCEAL6	8	1	7.9999920000080005
P4HTM	8	1	7.9999920000080005
LSM14B	8	1	7.9999920000080005
CCDC170	8	1	7.9999920000080005
XK	8	1	7.9999920000080005
MCF2L2	8	1	7.9999920000080005
WSB2	8	1	7.9999920000080005
MCMDC2	8	1	7.9999920000080005
IKBKE	8	1	7.9999920000080005
METTL17	8	1	7.9999920000080005
MFHAS1	8	1	7.9999920000080005
CCIN	8	1	7.9999920000080005
MINK1	8	1	7.9999920000080005
CCDC83	8	1	7.9999920000080005
MLX	8	1	7.9999920000080005
CCDC71	8	1	7.9999920000080005
MMP8	8	1	7.9999920000080005
MON2	8	1	7.9999920000080005
CKAP4	8	1	7.9999920000080005
MAP3K7	8	1	7.9999920000080005
MSN	8	1	7.9999920000080005
MTMR1	8	1	7.9999920000080005
GABRD	8	1	7.9999920000080005
GSN	8	1	7.9999920000080005
GTF2H4	8	1	7.9999920000080005
NBPF10	8	1	7.9999920000080005
UTP14C	8	1	7.9999920000080005
USP21	8	1	7.9999920000080005
HSP90AA1	8	1	7.9999920000080005
NDUFAF6	8	1	7.9999920000080005
HS1BP3	8	1	7.9999920000080005
HPSE	8	1	7.9999920000080005
G3BP1	8	1	7.9999920000080005
HOXD4	8	1	7.9999920000080005
MAPK7	8	1	7.9999920000080005
INO80D	8	1	7.9999920000080005
AGMO	8	1	7.9999920000080005
KAT2B	8	1	7.9999920000080005
ZNF329	8	1	7.9999920000080005
ACE2	8	1	7.9999920000080005
ZNF221	8	1	7.9999920000080005
DCAF5	8	1	7.9999920000080005
KIF23	8	1	7.9999920000080005
KIF2C	8	1	7.9999920000080005
KIFAP3	8	1	7.9999920000080005
ZNF331	8	1	7.9999920000080005
KIR3DL1	8	1	7.9999920000080005
KLHDC7B	8	1	7.9999920000080005
KLK13	8	1	7.9999920000080005
DGCR2	8	1	7.9999920000080005
DEPDC7	8	1	7.9999920000080005
ZIC2	8	1	7.9999920000080005
L3MBTL4	8	1	7.9999920000080005
C1orf177	8	1	7.9999920000080005
KANSL3	8	1	7.9999920000080005
GPR156	8	1	7.9999920000080005
ITFG1	8	1	7.9999920000080005
CDH24	8	1	7.9999920000080005
LILRA5	8	1	7.9999920000080005
DCAF11	8	1	7.9999920000080005
IPO9	8	1	7.9999920000080005
ZBTB43	8	1	7.9999920000080005
ACVR2A	8	1	7.9999920000080005
CHRNA3	8	1	7.9999920000080005
LRGUK	8	1	7.9999920000080005
LRRC47	8	1	7.9999920000080005
ADAM2	8	1	7.9999920000080005
LSM14A	8	1	7.9999920000080005
HOXD1	8	1	7.9999920000080005
CCDC146	8	1	7.9999920000080005
CLIC5	8	1	7.9999920000080005
TRDN	8	1	7.9999920000080005
AIMP2	8	1	7.9999920000080005
HAPLN3	8	1	7.9999920000080005
PAK2	8	1	7.9999920000080005
TRAF3IP3	8	1	7.9999920000080005
TTLL13	8	1	7.9999920000080005
TTC8	8	1	7.9999920000080005
P2RY2	8	1	7.9999920000080005
HNF4G	8	1	7.9999920000080005
OR52K1	8	1	7.9999920000080005
TTC14	8	1	7.9999920000080005
DDX23	8	1	7.9999920000080005
AKAP3	8	1	7.9999920000080005
CPNE4	8	1	7.9999920000080005
OPTC	8	1	7.9999920000080005
OR2J3	8	1	7.9999920000080005
OR2T2	8	1	7.9999920000080005
FOXD4L1	8	1	7.9999920000080005
DDX19A	8	1	7.9999920000080005
AKT3	8	1	7.9999920000080005
TRIM7	8	1	7.9999920000080005
TRIM6	8	1	7.9999920000080005
HIST1H1E	8	1	7.9999920000080005
OR51G2	8	1	7.9999920000080005
TRIM56	8	1	7.9999920000080005
HIF3A	8	1	7.9999920000080005
HEPACAM2	8	1	7.9999920000080005
ZPBP	8	1	7.9999920000080005
OR13G1	8	1	7.9999920000080005
NUP85	8	1	7.9999920000080005
FRMD1	8	1	7.9999920000080005
UBR2	8	1	7.9999920000080005
TPP2	8	1	7.9999920000080005
UBIAD1	8	1	7.9999920000080005
DDX10	8	1	7.9999920000080005
NRF1	8	1	7.9999920000080005
ZSCAN21	8	1	7.9999920000080005
HDAC11	8	1	7.9999920000080005
GRM2	31	4	7.7499980625004845
CDH1	31	4	7.7499980625004845
ZNF43	23	3	7.666664111111962
TLN1	23	3	7.666664111111962
MLLT4	23	3	7.666664111111962
BTBD11	23	3	7.666664111111962
MYH9	38	5	7.599998480000304
ZC3H13	30	4	7.499998125000468
SRRM2	30	4	7.499998125000468
ARAP3	15	2	7.499996250001875
ELAVL2	15	2	7.499996250001875
OR10J1	15	2	7.499996250001875
FPGT-TNNI3K	15	2	7.499996250001875
OR6Y1	15	2	7.499996250001875
GIGYF2	15	2	7.499996250001875
RAPGEF4	15	2	7.499996250001875
GFOD1	15	2	7.499996250001875
DAAM2	15	2	7.499996250001875
ZNF479	15	2	7.499996250001875
WDR17	15	2	7.499996250001875
DLEC1	15	2	7.499996250001875
PROKR2	15	2	7.499996250001875
FSHR	22	3	7.333330888889703
SAMD9	22	3	7.333330888889703
NTNG1	22	3	7.333330888889703
SLCO5A1	22	3	7.333330888889703
SCN11A	29	4	7.249998187500453
DCLK1	43	6	7.166665472222421
BCLAF1	28	4	6.999998250000437
DOCK10	28	4	6.999998250000437
TLR4	28	4	6.999998250000437
TANC1	21	3	6.999997666667444
UBE3B	21	3	6.999997666667444
ATRX	21	3	6.999997666667444
CLK2	14	2	6.99999650000175
KIAA1377	14	2	6.99999650000175
GUCY2D	14	2	6.99999650000175
ACVR1B	14	2	6.99999650000175
LILRB1	14	2	6.99999650000175
AZI1	14	2	6.99999650000175
DNMBP	14	2	6.99999650000175
TESPA1	14	2	6.99999650000175
ABCF1	14	2	6.99999650000175
OR10K2	14	2	6.99999650000175
HCN3	14	2	6.99999650000175
UBXN6	14	2	6.99999650000175
TNKS1BP1	14	2	6.99999650000175
ROR1	14	2	6.99999650000175
DYRK1A	14	2	6.99999650000175
SLC44A4	14	2	6.99999650000175
MAGEC3	14	2	6.99999650000175
KIF13A	14	2	6.99999650000175
EEF2	14	2	6.99999650000175
PALM2-AKAP2	14	2	6.99999650000175
KCNF1	14	2	6.99999650000175
ECM1	14	2	6.99999650000175
COL9A3	14	2	6.99999650000175
ATP2C1	7	1	6.9999930000070005
SARS	7	1	6.9999930000070005
EMILIN3	7	1	6.9999930000070005
HAUS3	7	1	6.9999930000070005
KATNB1	7	1	6.9999930000070005
SEPT9	7	1	6.9999930000070005
ISM2	7	1	6.9999930000070005
SGCA	7	1	6.9999930000070005
SLC19A3	7	1	6.9999930000070005
ENPP3	7	1	6.9999930000070005
ENAM	7	1	6.9999930000070005
HSPA1A	7	1	6.9999930000070005
SIGLEC7	7	1	6.9999930000070005
SHMT2	7	1	6.9999930000070005
IFNAR1	7	1	6.9999930000070005
CLCA1	7	1	6.9999930000070005
SH2B1	7	1	6.9999930000070005
HNRNPH2	7	1	6.9999930000070005
SAMHD1	7	1	6.9999930000070005
SGPL1	7	1	6.9999930000070005
IGSF8	7	1	6.9999930000070005
SLC25A38	7	1	6.9999930000070005
SLC26A5	7	1	6.9999930000070005
ISLR	7	1	6.9999930000070005
EN1	7	1	6.9999930000070005
SERPINB4	7	1	6.9999930000070005
ARSE	7	1	6.9999930000070005
SEPT14	7	1	6.9999930000070005
ATHL1	7	1	6.9999930000070005
IL17RC	7	1	6.9999930000070005
CLMN	7	1	6.9999930000070005
INPP5K	7	1	6.9999930000070005
HLA-DRA	7	1	6.9999930000070005
SELENBP1	7	1	6.9999930000070005
HIST1H2AD	7	1	6.9999930000070005
IRF1	7	1	6.9999930000070005
SEC24C	7	1	6.9999930000070005
CHN1	7	1	6.9999930000070005
KCNK5	7	1	6.9999930000070005
PDE4A	7	1	6.9999930000070005
KEL	7	1	6.9999930000070005
BORA	7	1	6.9999930000070005
OR1B1	7	1	6.9999930000070005
PPP1R42	7	1	6.9999930000070005
FASTKD1	7	1	6.9999930000070005
FAP	7	1	6.9999930000070005
NOX4	7	1	6.9999930000070005
FUT8	7	1	6.9999930000070005
FAM71F1	7	1	6.9999930000070005
NFIB	7	1	6.9999930000070005
FZR1	7	1	6.9999930000070005
NBEAL1	7	1	6.9999930000070005
NEK9	7	1	6.9999930000070005
NEK11	7	1	6.9999930000070005
NECAP1	7	1	6.9999930000070005
PRR5L	7	1	6.9999930000070005
FAM208A	7	1	6.9999930000070005
PSAP	7	1	6.9999930000070005
NDST2	7	1	6.9999930000070005
NCK1	7	1	6.9999930000070005
OR1L3	7	1	6.9999930000070005
POT1	7	1	6.9999930000070005
OR2C1	7	1	6.9999930000070005
OR2J2	7	1	6.9999930000070005
C19orf44	7	1	6.9999930000070005
PER1	7	1	6.9999930000070005
PEX16	7	1	6.9999930000070005
PAK4	7	1	6.9999930000070005
FGF10	7	1	6.9999930000070005
FMO3	7	1	6.9999930000070005
FOXD4L5	7	1	6.9999930000070005
OR5V1	7	1	6.9999930000070005
PLCD4	7	1	6.9999930000070005
FOXM1	7	1	6.9999930000070005
OR51I2	7	1	6.9999930000070005
PNLDC1	7	1	6.9999930000070005
OR51B2	7	1	6.9999930000070005
C11orf30	7	1	6.9999930000070005
OR4X2	7	1	6.9999930000070005
OR4S1	7	1	6.9999930000070005
OR2T8	7	1	6.9999930000070005
PSMD11	7	1	6.9999930000070005
MYCT1	7	1	6.9999930000070005
S1PR4	7	1	6.9999930000070005
GPR27	7	1	6.9999930000070005
RHOBTB1	7	1	6.9999930000070005
LGR4	7	1	6.9999930000070005
LDOC1	7	1	6.9999930000070005
GPR110	7	1	6.9999930000070005
LCE2C	7	1	6.9999930000070005
LCE1E	7	1	6.9999930000070005
LAT2	7	1	6.9999930000070005
LAIR1	7	1	6.9999930000070005
RP11-385D13.1	7	1	6.9999930000070005
MTRR	7	1	6.9999930000070005
KRTAP10-4	7	1	6.9999930000070005
CTLA4	7	1	6.9999930000070005
KRT17	7	1	6.9999930000070005
AUH	7	1	6.9999930000070005
KLC4	7	1	6.9999930000070005
KIFC2	7	1	6.9999930000070005
KIAA1045	7	1	6.9999930000070005
KIAA0753	7	1	6.9999930000070005
RGS4	7	1	6.9999930000070005
RGS11	7	1	6.9999930000070005
LNX2	7	1	6.9999930000070005
LPPR1	7	1	6.9999930000070005
COX4I1	7	1	6.9999930000070005
FAM155B	7	1	6.9999930000070005
CCDC41	7	1	6.9999930000070005
RAP1GAP2	7	1	6.9999930000070005
RAPGEF5	7	1	6.9999930000070005
RASGEF1C	7	1	6.9999930000070005
MGAT5	7	1	6.9999930000070005
CCNL2	7	1	6.9999930000070005
BBS4	7	1	6.9999930000070005
GLIPR1L2	7	1	6.9999930000070005
MAPRE2	7	1	6.9999930000070005
RBMS3	7	1	6.9999930000070005
MAP2K1	7	1	6.9999930000070005
BARD1	7	1	6.9999930000070005
GLT1D1	7	1	6.9999930000070005
RFWD2	7	1	6.9999930000070005
LRRC37B	7	1	6.9999930000070005
OR14J1	7	1	6.9999930000070005
CNDP2	7	1	6.9999930000070005
ZNF613	7	1	6.9999930000070005
WDR25	7	1	6.9999930000070005
TXLNB	7	1	6.9999930000070005
TPCN2	7	1	6.9999930000070005
ZNF534	7	1	6.9999930000070005
ZMYM6	7	1	6.9999930000070005
DDX49	7	1	6.9999930000070005
TMEM171	7	1	6.9999930000070005
ZNF599	7	1	6.9999930000070005
USP44	7	1	6.9999930000070005
SRP68	7	1	6.9999930000070005
AQP8	7	1	6.9999930000070005
ZIM3	7	1	6.9999930000070005
DYRK3	7	1	6.9999930000070005
WNT9A	7	1	6.9999930000070005
ACSS2	7	1	6.9999930000070005
ANKIB1	7	1	6.9999930000070005
WWC2	7	1	6.9999930000070005
ANKLE1	7	1	6.9999930000070005
TTC29	7	1	6.9999930000070005
ZFP36L2	7	1	6.9999930000070005
TLE6	7	1	6.9999930000070005
TLE3	7	1	6.9999930000070005
ZNF131	7	1	6.9999930000070005
ZNF16	7	1	6.9999930000070005
ZNF34	7	1	6.9999930000070005
APEH	7	1	6.9999930000070005
AMICA1	7	1	6.9999930000070005
EIF5A	7	1	6.9999930000070005
ZNF354C	7	1	6.9999930000070005
TNNI3K	7	1	6.9999930000070005
CYTIP	7	1	6.9999930000070005
ZNF362	7	1	6.9999930000070005
DSPP	7	1	6.9999930000070005
ZNF285	7	1	6.9999930000070005
TMPRSS11F	7	1	6.9999930000070005
SPICE1	7	1	6.9999930000070005
ZNF419	7	1	6.9999930000070005
USP40	7	1	6.9999930000070005
SULT1C3	7	1	6.9999930000070005
ZNF445	7	1	6.9999930000070005
ZNF468	7	1	6.9999930000070005
VTN	7	1	6.9999930000070005
UBC	7	1	6.9999930000070005
