gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
MUC6	11	28	0	0	18	1.46897126377699	0	0	7.61984272791492	0.217208541687903	0.160790015302773	0.132558169658976	7.69525101898712e-06	0.833356927617405	0.866859071043279	0.949027993342604	0.0386513220556175	1.50925655774126e-05	0.0121289894006318
RASA1	1	10	6	0	9	2.1577502904223	11.1539750527998	11.1539750527998	5.45077490318509	0.137042510183679	0.000170924231262082	0.000820928413659994	0.00145741301618927	0.823728205146992	0.228935915352432	0.348231904319654	0.80894834536647	1.75111749383117e-05	0.0135314236802161
DCSTAMP	0	17	1	0	4	6.92028670208651	6.2283264200894	6.2283264200894	5.78273174125373	3.25203659385931e-05	0.175342405342798	0.000147186354936157	0.0115843929304555	0.0408354170045171	0.866859071043279	0.0985707019007446	1	2.43515745960154e-05	0.0181202772299462
EDNRB	5	26	2	0	4	4.32049102423961	4.27403153722744	4.27403153722744	4.44672814592114	3.11583233690849e-05	0.112268272556962	0.000125657170294891	0.0251616569535517	0.0408354170045171	0.866859071043279	0.0870544209791257	1	4.32032753584499e-05	0.0309998930438078
MLH1	0	3	4	2	3	0.989486783012062	17.8786207465937	17.8786207465937	2.54000121382304	0.988679332561664	1.86170917163553e-05	4.62365978817214e-05	0.136678632136316	0.997971399706108	0.0415595544081438	0.042224522183712	1	8.19763933066486e-05	0.0567926799284096
TAF7L	2	0	1	1	5	0	6.12528817722654	6.12528817722654	8.80397123410745	0.0239436114626561	0.0605312579727043	0.00700204515016123	0.00124072579956816	0.75932984967615	0.866859071043279	0.949027993342604	0.778981938722624	0.000109929746116899	0.0736199509744873
EFNB3	2	3	0	0	7	1.22957409432025	0	0	15.1914483582776	0.770126460294654	0.551063968438231	0.79276632482033	1.21538403106121e-05	0.966955014530665	0.866859071043279	0.949027993342604	0.0488365611361015	0.00012092208695702	0.0783692144855967
KMT2B	10	16	2	3	16	0.780970911368867	4.16393321577498	4.16393321577498	4.70028282074862	0.496707998182492	0.015903613453171	0.0211028674198657	0.000781017884208988	0.911445834032345	0.866859071043279	0.949027993342604	0.726324307979804	0.000197999131137938	0.124312516990385
PPP3CA	0	4	6	0	0	1.74319587331031	24.5808329634144	24.5808329634144	0	0.42397621809678	3.11363187810443e-06	1.74271123689618e-05	1	0.882121336130576	0.00893656829471372	0.0179240982912877	1	0.000208384406553797	0.125826159479155
POTEG	2	12	2	0	0	7.66160685746777	13.8172473712634	13.8172473712634	0	2.02834460695245e-05	0.011951577717896	1.78429130369695e-05	1	0.029108193927344	0.866859071043279	0.0179240982912877	1	0.000212935614070542	0.125826159479155
RPL22	1	7	0	0	2	9.35216818849318	0	0	9.3128810781247	0.000185958451975887	0.742742412545863	0.000831971101853735	0.0235272453817081	0.144829392717707	0.866859071043279	0.348231904319654	1	0.00023178164344384	0.133049285669434
CENPH	0	3	1	1	4	3.48477526231228	12.6167398363365	12.6167398363365	12.6913818256708	0.11717612507451	0.0159301163582436	0.0257905090949743	0.000853412276137989	0.820733534253114	0.866859071043279	0.949027993342604	0.726324307979804	0.000258044865842355	0.144010538878854
ZFP36L2	1	4	0	0	7	1.47010602115591	0	0	12.8215603478531	0.562627622569652	0.771376881818086	0.805389497385242	3.31311491243922e-05	0.92871202428507	0.866859071043279	0.949027993342604	0.0785733299801276	0.000307699635164305	0.162991244149068
ELF3	0	5	0	0	6	2.64263575607605	0	0	12.40123494728	0.138866528835442	0.550125547938287	0.25613495567036	0.000104392849433477	0.823728205146992	0.866859071043279	0.949027993342604	0.190668794360725	0.000308280686758478	0.162991244149068
GXYLT1	0	2	1	1	6	1.01428390476792	10.321104038995	10.321104038995	9.51979485614678	0.986693909502616	0.0238539862498793	0.0720370408989847	0.000386335454876985	0.997676225732727	0.866859071043279	0.949027993342604	0.554418973138108	0.000319754746396672	0.164722887432193
CDH11	5	36	0	0	1	3.8870575088336	0	0	0.693306465456727	3.47082352113448e-05	0.296049477710802	4.95307986027038e-05	0.706452117015506	0.0410190090371252	0.866859071043279	0.0432662293359531	1	0.000394014755875749	0.197903761507492
AMY2B	1	16	3	1	1	5.56346051584511	9.94473835326167	9.94473835326167	1.31749188003151	0.000148464324140618	0.00224837325317717	7.79277448951232e-05	0.499927063937159	0.129686814622137	0.866859071043279	0.0602171662572277	1	0.000434501519006703	0.212916341911309
PRAMEF6	0	8	0	0	0	14.4794694302935	0	0	0	7.25345269181332e-06	0.830146822892974	4.02864722029994e-05	1	0.0145729118031221	0.879481112568169	0.038542643477641	1	0.00044796521908641	0.214287362301549
SOX9	1	4	0	0	7	1.2446593627044	0	0	11.6060719530109	0.740710945074895	0.622019856989181	0.828809345554413	5.8906630587709e-05	0.962105826693593	0.866859071043279	0.949027993342604	0.118349311513766	0.000533497715035525	0.249267502157645
KMT2D	12	49	7	1	24	1.64474838970307	3.78834499011347	3.78834499011347	3.39968654664407	0.0694371891967875	0.00510382922414909	0.0130886103212289	0.00392132187900097	0.818009788931489	0.866859071043279	0.949027993342604	1	0.000558275678064435	0.254916287454376
LCE2B	0	6	0	0	1	10.558081993373	0	0	26.778138054179	0.000312914155027433	0.841667785343243	0.00144875717848303	0.0364825047730903	0.174632174684893	0.883089173362841	0.454796569889102	1	0.000573361847552412	0.255986952870567
KLF3	1	8	0	1	5	3.70254637156362	8.07139397067664	8.07139397067664	7.93209420779411	0.0174650054250335	0.129817289150347	0.0289256056826205	0.00188684634549685	0.741838105696296	0.866859071043279	0.949027993342604	0.913369219836075	0.00059031078336047	0.257824651054244
LCE1D	0	5	0	0	1	13.1876666617422	0	0	23.6715660030912	0.000289606024676647	0.869203337412806	0.00136772124692808	0.0411451455011205	0.171131607111133	0.897138636754872	0.443207864065032	1	0.000606941393966665	0.259448075450729
ERBB4	7	45	0	1	4	3.07191904462685	0.639646777519746	0.639646777519746	1.91903450867975	0.000187425424849952	0.6480181269063	0.000306865407952106	0.188436634010351	0.144829392717707	0.866859071043279	0.181330379740169	1	0.000622083438647336	0.260380799288826
ARID1B	5	14	5	1	8	1.3009275954696	9.49661254197029	9.49661254197029	2.19730308491919	0.528442367293423	0.000199834008350552	0.000900236300411361	0.0871170769660397	0.922089247984381	0.237924961821322	0.361732950231293	1	0.000819814398647312	0.336140634351493
ERBB2	1	26	0	0	0	5.06872190924883	0	0	0	6.42858047203987e-05	0.342596427557546	8.72875652029315e-05	1	0.0679771632967121	0.866859071043279	0.0649516471293369	1	0.000903103557814089	0.356741810513888
PIGR	3	4	2	0	7	0.756845356623194	6.80629821363098	6.80629821363098	7.06536769061769	0.648527303383038	0.0479858043938378	0.100907631151668	0.000867641401200304	0.946228180992638	0.866859071043279	0.949027993342604	0.726324307979804	0.000905571267543093	0.356741810513888
BCLAF1	3	26	1	0	3	4.34478335684316	1.34729281148915	1.34729281148915	1.72502535568621	8.59551282857973e-05	0.787473449827732	0.000358725458152853	0.261429631991003	0.0863462241194977	0.868264409663065	0.200198699437471	1	0.00096356172047618	0.360217209446071
LRRIQ3	6	12	0	0	7	1.65450518456383	0	0	7.77523431888645	0.23323459819034	0.210221780579741	0.178998264921024	0.000529871797316128	0.838876734874033	0.866859071043279	0.949027993342604	0.665353392492396	0.000973430007824794	0.360217209446071
TESK1	2	6	3	1	3	1.833659393612	17.1397880612985	17.1397880612985	3.31225644803087	0.289619530087228	0.000251290917799074	0.00116994081466792	0.0813987386715684	0.846258635358467	0.2804825460834	0.405263463922298	1	0.00097700089793129	0.360217209446071
EIF5AL1	2	5	0	0	0	21.74606384779	0	0	0	1.72270737749392e-05	0.905273632435401	9.62161002993067e-05	1	0.0266237799394079	0.918817020883114	0.069038488254049	1	0.000986110523096606	0.360217209446071
SGOL1	0	2	0	0	8	0.89752492748374	0	0	8.94846777933474	0.898062436025652	0.491127781216012	0.787275268715368	0.000129127313527634	0.986888624499865	0.866859071043279	0.949027993342604	0.216191404673641	0.00103629791972648	0.37179038402187
THYN1	0	5	0	0	4	5.11112303713922	0	0	9.49397463003465	0.015514671510506	0.682063311187785	0.0462265786019894	0.00233077622879858	0.726955880124433	0.866859071043279	0.949027993342604	1	0.00109206478815316	0.384924099276931
ZC3H12A	5	12	0	0	7	2.25170544688232	0	0	6.85552744235802	0.0610260484574199	0.453214973081277	0.114798117463581	0.00101055118828699	0.814222950885369	0.866859071043279	0.949027993342604	0.756624791551732	0.00116726770876263	0.404337509254311
TEX15	6	13	7	0	6	0.830017816692673	7.09874308567438	7.09874308567438	1.43535505080067	0.654653550253537	0.000365074188811376	0.000432032618130296	0.276486538161477	0.946361451904072	0.366735276370468	0.234593711644751	1	0.00119840645098968	0.408087864522603
KCTD9	0	7	0	0	4	5.17044844027676	0	0	6.4477574255919	0.00625754239479726	0.495356364185176	0.0150502311562782	0.00826419532722083	0.673256014019945	0.866859071043279	0.949027993342604	1	0.00124280846561808	0.416154414712215
DAO	0	10	1	2	2	4.52055093766514	11.6435389037585	11.6435389037585	4.84516830522663	0.00510710991536656	0.00493554924661443	0.00175774441289323	0.0724708619631104	0.673256014019945	0.866859071043279	0.51933592646232	1	0.00126981372385038	0.418226680752097
ABCC9	3	33	0	0	3	3.36091991309373	0	0	1.23107610257606	0.000817012632772451	0.156346394272123	0.000322506896188068	0.410495857325226	0.315665400096756	0.866859071043279	0.1851281728947	1	0.00131458058265055	0.425987717516648
KMT2C	15	40	9	2	21	1.14327743730582	3.05676169609655	3.05676169609655	3.14550975101769	0.625230291695358	0.00574972581939592	0.0184690496443948	0.0075372368890165	0.940865986851281	0.866859071043279	0.949027993342604	1	0.00137528990028968	0.426604976032441
FAM19A2	0	9	0	0	1	7.94575338796036	0	0	4.60391137083605	0.000212900970204544	0.582684289258435	0.000732103157616959	0.190487055363268	0.157095838379489	0.866859071043279	0.319754011732224	1	0.00137751464749036	0.426604976032441
PLEKHA6	2	2	1	0	9	0.271283163486191	2.01185861473995	2.01185861473995	5.7543165358282	0.0778050997603542	0.550209963664904	0.132446229297854	0.00107380095013044	0.818009788931489	0.866859071043279	0.949027993342604	0.761012925664398	0.00140203187302113	0.426604976032441
FGF9	1	7	1	0	2	6.16249345829984	9.71457514033034	9.71457514033034	6.93044322483357	0.00191294617342297	0.105739743125391	0.00360569725110271	0.0396488149530899	0.507847699107386	0.866859071043279	0.76699058503202	1	0.00140859148451122	0.426604976032441
PIK3R1	1	1	2	1	6	0.308673472198646	6.73566918160008	6.73566918160008	4.52749507510589	0.220901934940475	0.0204998557533589	0.014603343534762	0.0100561642552836	0.834395427088423	0.866859071043279	0.949027993342604	1	0.00144299458508301	0.426604976032441
CDH8	10	28	0	0	7	1.84841648469722	0	0	4.90169459645091	0.0514238453417454	0.135524622424868	0.0294411123471169	0.004991481330973	0.810710492953518	0.866859071043279	0.949027993342604	1	0.00144388723160649	0.426604976032441
ZWINT	1	10	1	1	1	6.18494474504219	9.43621326392253	9.43621326392253	2.41120959734344	0.000448611461952075	0.0269560520682539	0.000563190556869486	0.325613281243891	0.220489604838424	0.866859071043279	0.286447945759013	1	0.00176119236693406	0.512813273102496
CTNND1	4	9	3	0	9	1.12743708597491	4.61106236474761	4.61106236474761	5.45314505149267	0.80189016125852	0.0478565539560869	0.137063309983784	0.00145388601405517	0.972800065892636	0.866859071043279	0.949027993342604	0.80894834536647	0.00189725749580039	0.538838089668239
LCE1E	1	5	1	0	0	11.4110068597513	49.5962907320312	49.5962907320312	0	0.000434192182575899	0.0171213859664258	0.000200090691882537	1	0.220489604838424	0.866859071043279	0.129678131955228	1	0.00190421105800831	0.538838089668239
ACVR2A	1	6	2	0	6	2.35878381868616	6.84465639051243	6.84465639051243	6.34615509374097	0.149519795931305	0.0506897531915064	0.0830669311431289	0.00249684468796521	0.82560987422635	0.866859071043279	0.949027993342604	1	0.00196637494474083	0.542491158641655
PLK1	1	12	0	0	5	3.45230483079189	0	0	5.62183193084821	0.011587502772807	0.56072978420311	0.0296522383547675	0.00701347738884528	0.7160603279907	0.866859071043279	0.949027993342604	1	0.00197112411432188	0.542491158641655
YBX2	0	0	1	0	4	0	4.71430684831244	4.71430684831244	8.24672092906531	0.055425387320639	0.236612958218928	0.0573472256008963	0.00373501010432472	0.812097471676765	0.866859071043279	0.949027993342604	1	0.00202382656285816	0.544162272978085
CNTN4	1	25	0	0	1	4.36240824033475	0	0	0.623792725256478	0.000362225140194239	0.258741412461393	0.00029127616210467	0.738423110015117	0.196688251125472	0.866859071043279	0.177334223419543	1	0.0020313658092358	0.544162272978085
ACVR1B	2	7	4	0	3	1.96239958705598	13.0828842781129	13.0828842781129	3.38283318928293	0.218130721406603	0.000708764114881522	0.00287196750381957	0.0779354713165405	0.833356927617405	0.60500327942317	0.695650638104716	1	0.00210502130380819	0.556473460721188
TRPA1	8	30	1	1	6	2.60668960631204	1.5860646778122	1.5860646778122	3.73389699510072	0.00278139183197645	0.566832387980355	0.0112804524127597	0.0206197941103667	0.5663171943975	0.866859071043279	0.949027993342604	1	0.00217858093971413	0.568439865711643
CTCF	3	7	1	1	7	1.28615685562499	5.29056231408948	5.29056231408948	6.69704178578788	0.632909487272748	0.0779618203738657	0.209753078126628	0.00113634900054412	0.943493629979774	0.866859071043279	0.949027993342604	0.761012925664398	0.0022266334977169	0.573529405161926
NKG2-E	0	5	0	0	3	4.92051717511351	0	0	10.5139227818915	0.0178795162648957	0.663897101818781	0.0514685199166616	0.00513493004936916	0.743426741680894	0.866859071043279	0.949027993342604	1	0.0024416108779004	0.618435607043837
OR5M3	1	15	0	0	1	5.339029617286	0	0	2.64150027996656	0.00027479643719619	0.561441225493128	0.000880238622702367	0.303132442272695	0.167301067263898	0.866859071043279	0.360915799361495	1	0.00246253788081763	0.618435607043837
SAFB2	8	1	0	0	4	0.0854154103131405	0	0	2.66886222997864	0.000988655248954085	0.22456761027451	0.00290428615245564	0.0940243794144782	0.374774954844085	0.866859071043279	0.695650638104716	1	0.00251385338300536	0.623528744666181
C20orf195	0	8	0	0	2	5.98817212948081	0	0	7.06477607204844	0.0019463577139649	0.763745583239645	0.00747250535804589	0.0383496362352467	0.507847699107386	0.866859071043279	0.949027993342604	1	0.00262425528095178	0.642974546946369
CDH10	6	22	1	1	7	2.17469087720547	2.16441547327755	2.16441547327755	5.39193286229487	0.031979236125396	0.359845535974819	0.0919782641777384	0.00323256327162008	0.785050005844473	0.866859071043279	0.949027993342604	1	0.00271181212667893	0.656421896832606
OR10H1	3	6	0	0	3	2.00316382667794	0	0	21.6640660976294	0.21468928819255	0.786366745518255	0.441741436425631	0.0007055675132957	0.833331238229621	0.868264409663065	0.949027993342604	0.708777845481196	0.00282802607036281	0.67551461825018
ZC3H13	2	18	6	0	11	2.00971387003728	3.82961768602584	3.82961768602584	3.91076879752038	0.109747319024453	0.0230440637608929	0.0586687064421871	0.00553057193474882	0.820733534253114	0.866859071043279	0.949027993342604	1	0.00293105258183657	0.67551461825018
THSD1	1	21	1	0	2	4.78921931444816	4.30239068298001	4.30239068298001	1.73174475424728	0.00023462704740751	0.257001995930385	0.00104964494351467	0.312261533157932	0.157095838379489	0.866859071043279	0.388466577573841	1	0.00295748351387437	0.67551461825018
IRF2	2	9	1	0	4	3.26787806600177	4.4415692532708	4.4415692532708	6.90505248915274	0.0209899350144391	0.245916097343746	0.0495748749592129	0.00665185894135997	0.758462644605027	0.866859071043279	0.949027993342604	1	0.00297353456965799	0.67551461825018
OGFRL1	4	3	0	2	5	0.99265729894561	7.92673862740877	7.92673862740877	6.92876606859857	0.99123791889961	0.0347382587788494	0.103078030692843	0.00320382288105262	0.998341342925551	0.866859071043279	0.949027993342604	1	0.00297737184621294	0.67551461825018
CD93	6	10	0	0	6	1.69997314059166	0	0	7.83656588016725	0.233433409917494	0.453977817800434	0.345635893218682	0.000968323815043085	0.838876734874033	0.866859071043279	0.949027993342604	0.756624791551732	0.00301296146551933	0.67551461825018
RGS12	4	19	3	0	8	1.96454019478253	5.94131617253247	5.94131617253247	4.08005231708984	0.0900866834635153	0.0243880840884553	0.0400566241949192	0.0083961947498177	0.819767563771569	0.866859071043279	0.949027993342604	1	0.00302604726706068	0.67551461825018
SHMT2	1	5	2	2	2	1.91992358945139	16.2500996887751	16.2500996887751	2.34408087745186	0.297653597182483	0.000355183927500557	0.00163939325489948	0.214119844639379	0.847606602023389	0.366735276370468	0.499046210366446	1	0.00314332006708662	0.693982895250959
ZBTB7C	6	2	0	0	5	0.254863401310468	0	0	6.90793943308794	0.0422125674598813	0.521731171977469	0.11038690903612	0.00324118038434847	0.810274374437864	0.866859071043279	0.949027993342604	1	0.00319700703179904	0.697442271886616
SLITRK1	12	28	1	0	4	2.51968012077326	1.40908355951727	1.40908355951727	3.83834581703406	0.00231590620646849	0.751382515501645	0.00956633295900933	0.0378143631500917	0.54739848934304	0.866859071043279	0.949027993342604	1	0.00322841726571377	0.697442271886616
SOX7	5	12	1	0	4	2.50412202112514	4.41389354330322	4.41389354330322	7.45805410871008	0.0344361048153039	0.243064133460298	0.0710804270388573	0.00519139813475302	0.795236530855484	0.866859071043279	0.949027993342604	1	0.00328589315735373	0.699895888555374
SCN10A	3	39	1	0	4	3.48286210051144	1.23785416034031	1.23785416034031	1.54874894665286	0.000383181467511484	0.845340481989893	0.00135106669973772	0.275329193763163	0.202592075362453	0.885002400291587	0.443207864065032	1	0.00330944748458317	0.699895888555374
SLC25A45	2	4	0	1	4	1.89946029774877	7.03397169646472	7.03397169646472	10.8204221325672	0.328380183898016	0.149275874069614	0.253639656095091	0.00148977595831763	0.855233836778913	0.866859071043279	0.949027993342604	0.80894834536647	0.0033558190212778	0.702309999546794
CASS4	2	19	0	0	1	4.6303869935803	0	0	0.981788928717577	0.000239281327896634	0.507700490954186	0.000690525864325497	0.595077830366812	0.157095838379489	0.866859071043279	0.311756104965485	1	0.00361488301530999	0.74872798619168
FGF13	1	9	1	2	1	4.66787985350495	10.4454813561132	10.4454813561132	2.47524847930947	0.00388054165682816	0.0060241565355057	0.00139427263984049	0.319038458291374	0.634339106711804	0.866859071043279	0.444640184238655	1	0.00387792085495964	0.795013345887695
HIST1H2AD	1	3	2	0	1	3.01878588195185	37.1704756501999	37.1704756501999	7.4441218669161	0.15191771001734	0.00160288141612119	0.00374422632467319	0.123704852009163	0.827439783127048	0.866859071043279	0.775518052464012	1	0.00401918776981869	0.815651530135629
PRAMEF2	3	3	0	2	3	0.613365221323516	8.94624340287849	8.94624340287849	8.20938304399078	0.460372731787553	0.0279374256377156	0.0483074786613326	0.0097873152511097	0.896567931564257	0.866859071043279	0.949027993342604	1	0.00409295705164292	0.822164867445939
LIN7A	2	12	0	0	0	5.9551207517919	0	0	0	0.000171708764979628	0.463316001720152	0.000478050581295575	1	0.143741699883571	0.866859071043279	0.252750374442352	1	0.00413312685341893	0.822164867445939
OR11H1	4	4	0	0	2	4.3887450441081	0	0	19.9884704065051	0.029506328705052	0.721661968945204	0.0860174388286827	0.00570346870718779	0.779013606196872	0.866859071043279	0.949027993342604	1	0.00422889684013805	0.828039935850917
TGIF2LX	3	8	0	0	2	3.37642548550637	0	0	16.2040339181473	0.0192666422014502	0.712087156370244	0.0580983453644829	0.00848284967916793	0.75016687687856	0.866859071043279	0.949027993342604	1	0.00424597367943558	0.828039935850917
NUDT11	0	7	0	0	1	7.97214787958494	0	0	4.91845973484183	0.000663802392659396	0.766285199045714	0.0027712620866962	0.179751792739496	0.277842788977498	0.866859071043279	0.687375636837202	1	0.00428630497877136	0.828039935850917
CYP7B1	1	16	0	0	2	4.24400214654102	0	0	2.57757972309596	0.00149226308414951	0.39352690484339	0.00274147958138338	0.188313261374282	0.461247040363814	0.866859071043279	0.687375636837202	1	0.00442375733422518	0.837144076085615
ARHGAP5	2	12	0	0	11	1.70275633469668	0	0	4.73793606439951	0.264249012651985	0.328484223003864	0.275957713095291	0.00187335039966201	0.841887591917574	0.866859071043279	0.949027993342604	0.913369219836075	0.00442911965390469	0.837144076085615
SLC35G3	0	11	0	0	1	6.0697454415799	0	0	3.72938652374198	0.000582300900163646	0.712145700264095	0.00228070701880634	0.228368319090326	0.263188562982156	0.866859071043279	0.609173138205365	1	0.00445843492813502	0.837144076085615
OPLAH	12	11	0	0	7	0.688226048233944	0	0	6.02589733030346	0.332395288604037	0.174642358979301	0.283516048227933	0.001909387647858	0.857088929661124	0.866859071043279	0.949027993342604	0.913369219836075	0.00461302413343079	0.839300986336718
TESPA1	1	11	1	1	3	3.79854455745324	7.82226850654918	7.82226850654918	3.76672509707253	0.00783895504286647	0.039073371208351	0.00876813344362082	0.0621326472777899	0.673256014019945	0.866859071043279	0.949027993342604	1	0.0046389268922018	0.839300986336718
LRP1B	30	118	10	5	8	1.86163239171738	2.20746433001022	2.20746433001022	1.20251996378705	0.000719921742283303	0.0158992755251907	0.00154451804668054	0.356839763092302	0.289278954484277	0.866859071043279	0.477398647320904	1	0.00468667187161498	0.839300986336718
RERE	4	16	2	1	10	1.72996876389486	5.01230678872755	5.01230678872755	3.91201551996355	0.186574314188124	0.0384640871185826	0.0840328679458685	0.00661564009647426	0.828829763088863	0.866859071043279	0.949027993342604	1	0.0047225611355789	0.839300986336718
RIMS1	9	34	0	0	6	1.83859547720127	0	0	2.38935460134652	0.0492654677695004	0.0455350716615714	0.00654359362259993	0.0853161889284401	0.810710492953518	0.866859071043279	0.949027993342604	1	0.00474011861754853	0.839300986336718
