Hugo_Symbol	dN	dS	dN/dS
DOLK	11	1	10.999989000011
HSF4	11	1	10.999989000011
MYL2	11	1	10.999989000011
FOXA3	11	1	10.999989000011
CYBB	11	1	10.999989000011
SMCR8	11	1	10.999989000011
TM9SF2	11	1	10.999989000011
ZP1	11	1	10.999989000011
OR14K1	11	1	10.999989000011
C19orf44	11	1	10.999989000011
CLDN6	11	1	10.999989000011
TTLL13	11	1	10.999989000011
OR51A7	11	1	10.999989000011
B3GNT5	11	1	10.999989000011
ANKRD30B	11	1	10.999989000011
TNFRSF9	11	1	10.999989000011
ZNF207	11	1	10.999989000011
ZNF611	11	1	10.999989000011
PTPRE	11	1	10.999989000011
C1S	11	1	10.999989000011
ZNF419	11	1	10.999989000011
WSB2	11	1	10.999989000011
NELFE	11	1	10.999989000011
SEPT9	11	1	10.999989000011
DYRK3	11	1	10.999989000011
IHH	11	1	10.999989000011
OR5L2	11	1	10.999989000011
TMEM67	11	1	10.999989000011
ZNF679	11	1	10.999989000011
PUS3	11	1	10.999989000011
MITF	11	1	10.999989000011
GPC4	11	1	10.999989000011
MSANTD4	11	1	10.999989000011
NR3C1	11	1	10.999989000011
FZR1	11	1	10.999989000011
AHR	11	1	10.999989000011
TTC8	11	1	10.999989000011
ANXA13	11	1	10.999989000011
FUT8	11	1	10.999989000011
SYNPO2L	11	1	10.999989000011
TCN1	11	1	10.999989000011
IL17RC	11	1	10.999989000011
BIRC3	11	1	10.999989000011
RHO	11	1	10.999989000011
NPTX2	11	1	10.999989000011
PSMC3	11	1	10.999989000011
ZNF90	11	1	10.999989000011
AKAP7	11	1	10.999989000011
COLGALT1	11	1	10.999989000011
TCEAL6	11	1	10.999989000011
GFRA2	11	1	10.999989000011
RALBP1	11	1	10.999989000011
EIF2B3	11	1	10.999989000011
RXRG	11	1	10.999989000011
MAP3K1	11	1	10.999989000011
PRR19	11	1	10.999989000011
PPP4R4	11	1	10.999989000011
KCNJ6	11	1	10.999989000011
FAM155B	11	1	10.999989000011
USP44	11	1	10.999989000011
LRRC32	11	1	10.999989000011
TRIM49	11	1	10.999989000011
S1PR4	11	1	10.999989000011
KCNN3	11	1	10.999989000011
METTL17	11	1	10.999989000011
RBMS3	11	1	10.999989000011
AC004381.6	11	1	10.999989000011
ACTL6A	11	1	10.999989000011
KRTAP10-4	11	1	10.999989000011
ELAVL1	11	1	10.999989000011
ENKUR	11	1	10.999989000011
CCDC15	11	1	10.999989000011
CD6	11	1	10.999989000011
TLR10	11	1	10.999989000011
C9orf114	11	1	10.999989000011
ZNF221	11	1	10.999989000011
PRKCD	11	1	10.999989000011
LCLAT1	11	1	10.999989000011
RNF165	11	1	10.999989000011
SMAD4	32	3	10.666663111112296
POP1	32	3	10.666663111112296
CDH1	42	4	10.499997375000655
SRRM1	21	2	10.499994750002624
CASKIN1	21	2	10.499994750002624
PNISR	21	2	10.499994750002624
CNGA4	21	2	10.499994750002624
TMC2	21	2	10.499994750002624
TMEM131	21	2	10.499994750002624
ROCK2	21	2	10.499994750002624
ATP8B1	21	2	10.499994750002624
FBXW7	40	4	9.999997500000624
SAMD9	30	3	9.999996666667776
ATRX	30	3	9.999996666667776
DLEC1	30	3	9.999996666667776
SLCO5A1	30	3	9.999996666667776
GAK	20	2	9.9999950000025
FPGT-TNNI3K	20	2	9.9999950000025
WAPAL	20	2	9.9999950000025
ITGAV	20	2	9.9999950000025
CYP7B1	20	2	9.9999950000025
IFIT2	10	1	9.999990000010001
DNAJC10	10	1	9.999990000010001
PRR5L	10	1	9.999990000010001
ALOX15B	10	1	9.999990000010001
PRDM11	10	1	9.999990000010001
SOX1	10	1	9.999990000010001
CDK11B	10	1	9.999990000010001
SMPD1	10	1	9.999990000010001
KLHDC7B	10	1	9.999990000010001
HNRNPH2	10	1	9.999990000010001
SEPT14	10	1	9.999990000010001
KRT79	10	1	9.999990000010001
DNAJC21	10	1	9.999990000010001
SEMA7A	10	1	9.999990000010001
ANKRD34A	10	1	9.999990000010001
PRAMEF4	10	1	9.999990000010001
COG4	10	1	9.999990000010001
RASGRP3	10	1	9.999990000010001
EIF3G	10	1	9.999990000010001
TRA2A	10	1	9.999990000010001
TUBE1	10	1	9.999990000010001
CAMKV	10	1	9.999990000010001
CXCR2	10	1	9.999990000010001
SLC36A4	10	1	9.999990000010001
KLHL5	10	1	9.999990000010001
EIF4ENIF1	10	1	9.999990000010001
PPP2R2A	10	1	9.999990000010001
ATP6AP2	10	1	9.999990000010001
SH2B1	10	1	9.999990000010001
KLK13	10	1	9.999990000010001
PGAP2	10	1	9.999990000010001
PLEKHH3	10	1	9.999990000010001
STRC	10	1	9.999990000010001
POT1	10	1	9.999990000010001
ZBTB43	10	1	9.999990000010001
OR2A2	10	1	9.999990000010001
KIF23	10	1	9.999990000010001
KLF15	10	1	9.999990000010001
GGTLC1	10	1	9.999990000010001
MTRR	10	1	9.999990000010001
ANKLE1	10	1	9.999990000010001
MSH2	10	1	9.999990000010001
TLE6	10	1	9.999990000010001
FAM83C	10	1	9.999990000010001
RAP1GAP2	10	1	9.999990000010001
CPT1B	10	1	9.999990000010001
ANAPC7	10	1	9.999990000010001
MTF2	10	1	9.999990000010001
OR2J2	10	1	9.999990000010001
LRRC6	10	1	9.999990000010001
GPATCH4	10	1	9.999990000010001
HPS5	10	1	9.999990000010001
SLC12A2	10	1	9.999990000010001
FAM35A	10	1	9.999990000010001
HSPA4	10	1	9.999990000010001
MAGEB18	10	1	9.999990000010001
DPF3	10	1	9.999990000010001
ZBTB34	10	1	9.999990000010001
MAVS	10	1	9.999990000010001
PKP3	10	1	9.999990000010001
KIF11	10	1	9.999990000010001
SGOL1	10	1	9.999990000010001
TRIM45	10	1	9.999990000010001
ADAM2	10	1	9.999990000010001
STAM	10	1	9.999990000010001
IL31RA	10	1	9.999990000010001
EPB42	10	1	9.999990000010001
USP15	10	1	9.999990000010001
KIAA0141	10	1	9.999990000010001
SDCBP	10	1	9.999990000010001
RTFDC1	10	1	9.999990000010001
OR5AS1	10	1	9.999990000010001
TIGD3	10	1	9.999990000010001
THPO	10	1	9.999990000010001
ABCD1	10	1	9.999990000010001
MMEL1	10	1	9.999990000010001
PPP1R3B	10	1	9.999990000010001
RMDN2	10	1	9.999990000010001
PRSS12	10	1	9.999990000010001
CCDC83	10	1	9.999990000010001
WIPF2	10	1	9.999990000010001
PIGB	10	1	9.999990000010001
ZNF468	10	1	9.999990000010001
GTPBP3	10	1	9.999990000010001
DDX19A	10	1	9.999990000010001
CLIC5	10	1	9.999990000010001
ZNF354C	10	1	9.999990000010001
AK8	10	1	9.999990000010001
CCDC181	10	1	9.999990000010001
MFHAS1	10	1	9.999990000010001
OR6C4	10	1	9.999990000010001
TMEM38A	10	1	9.999990000010001
ARMC5	10	1	9.999990000010001
ORC3	10	1	9.999990000010001
ZNF331	10	1	9.999990000010001
LIPH	10	1	9.999990000010001
CCDC41	10	1	9.999990000010001
USP40	10	1	9.999990000010001
DCAF11	10	1	9.999990000010001
DYRK4	10	1	9.999990000010001
POLH	10	1	9.999990000010001
PSIP1	10	1	9.999990000010001
OTX2	10	1	9.999990000010001
PRKCI	10	1	9.999990000010001
MIPEP	10	1	9.999990000010001
PNMA5	10	1	9.999990000010001
ALCAM	10	1	9.999990000010001
SLC5A11	10	1	9.999990000010001
HAUS3	10	1	9.999990000010001
SPHK1	10	1	9.999990000010001
LDB3	10	1	9.999990000010001
SELENBP1	10	1	9.999990000010001
NT5DC1	10	1	9.999990000010001
NSUN6	10	1	9.999990000010001
OR56A3	10	1	9.999990000010001
MYH9	49	5	9.799998040000391
DOCK10	38	4	9.499997625000594
PGBD1	19	2	9.499995250002375
TNRC6C	19	2	9.499995250002375
CUL5	19	2	9.499995250002375
GRXCR1	19	2	9.499995250002375
PLD2	19	2	9.499995250002375
RALGAPB	19	2	9.499995250002375
EXOC1	19	2	9.499995250002375
MORC1	19	2	9.499995250002375
ABCC2	19	2	9.499995250002375
TET2	19	2	9.499995250002375
LARP4B	37	4	9.249997687500578
ZC3H13	55	6	9.166665138889144
PLEKHA6	36	4	8.999997750000562
TRPM6	27	3	8.999997000000999
CUL1	27	3	8.999997000000999
TMTC4	18	2	8.99999550000225
MSH3	18	2	8.99999550000225
FAM160A2	18	2	8.99999550000225
GFOD1	18	2	8.99999550000225
RAPGEF6	18	2	8.99999550000225
AP4E1	18	2	8.99999550000225
RCOR3	18	2	8.99999550000225
DAAM1	18	2	8.99999550000225
HELB	18	2	8.99999550000225
HELZ	18	2	8.99999550000225
MAATS1	18	2	8.99999550000225
ANKAR	18	2	8.99999550000225
ZNF624	18	2	8.99999550000225
PDIA5	18	2	8.99999550000225
KIAA0232	18	2	8.99999550000225
GANAB	18	2	8.99999550000225
PRPF4B	18	2	8.99999550000225
CXorf67	18	2	8.99999550000225
PTCHD4	18	2	8.99999550000225
SLFN5	18	2	8.99999550000225
GUCY2D	18	2	8.99999550000225
ADAM19	18	2	8.99999550000225
CCDC38	18	2	8.99999550000225
BRAT1	18	2	8.99999550000225
MGAT4C	18	2	8.99999550000225
FMNL2	18	2	8.99999550000225
RNF26	9	1	8.999991000009
OR10R2	9	1	8.999991000009
TXNDC2	9	1	8.999991000009
DNAJA2	9	1	8.999991000009
HAPLN3	9	1	8.999991000009
DMC1	9	1	8.999991000009
SPARCL1	9	1	8.999991000009
LAT2	9	1	8.999991000009
PNPLA5	9	1	8.999991000009
PRPF3	9	1	8.999991000009
GTPBP1	9	1	8.999991000009
HYAL2	9	1	8.999991000009
SIRPG	9	1	8.999991000009
PIP4K2A	9	1	8.999991000009
SLFN13	9	1	8.999991000009
PNMT	9	1	8.999991000009
TAS1R1	9	1	8.999991000009
CARD6	9	1	8.999991000009
HIST1H2AD	9	1	8.999991000009
PURG	9	1	8.999991000009
PNLIPRP2	9	1	8.999991000009
ZYX	9	1	8.999991000009
HIST1H1A	9	1	8.999991000009
CUEDC1	9	1	8.999991000009
GPR27	9	1	8.999991000009
HIST1H1E	9	1	8.999991000009
SARS	9	1	8.999991000009
LMOD1	9	1	8.999991000009
CX3CL1	9	1	8.999991000009
CSNK1G2	9	1	8.999991000009
PRICKLE4	9	1	8.999991000009
TIGD7	9	1	8.999991000009
ZBTB9	9	1	8.999991000009
TMEM180	9	1	8.999991000009
NDUFAF6	9	1	8.999991000009
NDUFAF7	9	1	8.999991000009
SLC7A10	9	1	8.999991000009
GPSM2	9	1	8.999991000009
FAM154B	9	1	8.999991000009
CYP2S1	9	1	8.999991000009
CDC25C	9	1	8.999991000009
NRF1	9	1	8.999991000009
AUH	9	1	8.999991000009
ASIC5	9	1	8.999991000009
GNRHR	9	1	8.999991000009
HSP90AA1	9	1	8.999991000009
RAB11FIP2	9	1	8.999991000009
HSD3B7	9	1	8.999991000009
HS6ST3	9	1	8.999991000009
GP1BA	9	1	8.999991000009
RGL3	9	1	8.999991000009
ZNF330	9	1	8.999991000009
UBIAD1	9	1	8.999991000009
RGS4	9	1	8.999991000009
CYTIP	9	1	8.999991000009
SOX13	9	1	8.999991000009
TRDN	9	1	8.999991000009
HOXD4	9	1	8.999991000009
EVI2B	9	1	8.999991000009
RASGEF1A	9	1	8.999991000009
PRLHR	9	1	8.999991000009
CYP51A1	9	1	8.999991000009
SLC5A5	9	1	8.999991000009
TSTA3	9	1	8.999991000009
MYCN	9	1	8.999991000009
OR56A1	9	1	8.999991000009
RALYL	9	1	8.999991000009
GAL3ST4	9	1	8.999991000009
SDAD1	9	1	8.999991000009
TRIP10	9	1	8.999991000009
UPK1A	9	1	8.999991000009
MSH4	9	1	8.999991000009
TDP2	9	1	8.999991000009
SLC25A51	9	1	8.999991000009
SNX31	9	1	8.999991000009
CMTR2	9	1	8.999991000009
WDR55	9	1	8.999991000009
VPS39	9	1	8.999991000009
OR2D3	9	1	8.999991000009
OR6M1	9	1	8.999991000009
AIMP2	9	1	8.999991000009
ITFG1	9	1	8.999991000009
ZIC2	9	1	8.999991000009
TCTE1	9	1	8.999991000009
AMICA1	9	1	8.999991000009
CPNE4	9	1	8.999991000009
IL27RA	9	1	8.999991000009
SLC27A2	9	1	8.999991000009
PLEKHG7	9	1	8.999991000009
SNRPA	9	1	8.999991000009
BZW1	9	1	8.999991000009
KIAA1328	9	1	8.999991000009
BTBD16	9	1	8.999991000009
ALDH3B2	9	1	8.999991000009
SMOX	9	1	8.999991000009
TCN2	9	1	8.999991000009
TCF25	9	1	8.999991000009
CNOT6	9	1	8.999991000009
SAFB	9	1	8.999991000009
IRF1	9	1	8.999991000009
FERD3L	9	1	8.999991000009
MATR3	9	1	8.999991000009
IL5RA	9	1	8.999991000009
PLEKHM3	9	1	8.999991000009
BIRC2	9	1	8.999991000009
OR5V1	9	1	8.999991000009
ZNF230	9	1	8.999991000009
P4HTM	9	1	8.999991000009
PRPH2	9	1	8.999991000009
STK33	9	1	8.999991000009
OR1Q1	9	1	8.999991000009
GIMAP7	9	1	8.999991000009
GLB1	9	1	8.999991000009
RCC2	9	1	8.999991000009
OR1L3	9	1	8.999991000009
UPB1	9	1	8.999991000009
SLC2A12	9	1	8.999991000009
OR14J1	9	1	8.999991000009
CHRNA3	9	1	8.999991000009
CPXM1	9	1	8.999991000009
CDH11	44	5	8.799998240000352
ZNF646	35	4	8.749997812500547
LRFN3	26	3	8.66666377777874
CTCF	26	3	8.66666377777874
DCSTAMP	26	3	8.66666377777874
ABCC4	26	3	8.66666377777874
DISP2	26	3	8.66666377777874
FSHR	26	3	8.66666377777874
CNTN4	26	3	8.66666377777874
ANKRD26	26	3	8.66666377777874
RERE	34	4	8.499997875000531
TTC13	17	2	8.499995750002125
FBXO40	17	2	8.499995750002125
COL9A3	17	2	8.499995750002125
NUP160	17	2	8.499995750002125
PLEKHM1	17	2	8.499995750002125
DSTYK	17	2	8.499995750002125
RPGRIP1	17	2	8.499995750002125
MMS22L	17	2	8.499995750002125
CCDC147	17	2	8.499995750002125
CD3EAP	17	2	8.499995750002125
MEN1	17	2	8.499995750002125
ABCG1	17	2	8.499995750002125
ZNF98	17	2	8.499995750002125
SLC23A2	17	2	8.499995750002125
TTBK2	17	2	8.499995750002125
SLFN11	17	2	8.499995750002125
C2orf42	17	2	8.499995750002125
GPRC6A	17	2	8.499995750002125
PAFAH1B1	17	2	8.499995750002125
CDH24	17	2	8.499995750002125
INHBA	17	2	8.499995750002125
ANTXR1	17	2	8.499995750002125
ROR1	17	2	8.499995750002125
SPTLC3	17	2	8.499995750002125
ELAVL2	17	2	8.499995750002125
GABRA2	17	2	8.499995750002125
CD101	17	2	8.499995750002125
MLXIPL	17	2	8.499995750002125
KIF15	17	2	8.499995750002125
IFI44L	17	2	8.499995750002125
MAP3K4	25	3	8.333330555556481
ADNP	25	3	8.333330555556481
RGS22	33	4	8.249997937500515
CCDC178	33	4	8.249997937500515
ARID2	48	6	7.9999986666668885
ZBTB38	24	3	7.999997333334222
ANKRD12	24	3	7.999997333334222
DHX16	24	3	7.999997333334222
ZC3H4	24	3	7.999997333334222
ALG10	16	2	7.999996000002
JAK3	16	2	7.999996000002
TRPV2	16	2	7.999996000002
SH3PXD2A	16	2	7.999996000002
ISM1	16	2	7.999996000002
SLC44A4	16	2	7.999996000002
POLR2B	16	2	7.999996000002
ASAP3	16	2	7.999996000002
SLC4A7	16	2	7.999996000002
ECT2L	16	2	7.999996000002
KY	16	2	7.999996000002
ZKSCAN5	16	2	7.999996000002
XRRA1	16	2	7.999996000002
TNS4	16	2	7.999996000002
ATP1A1	16	2	7.999996000002
ABCF1	16	2	7.999996000002
MMP3	16	2	7.999996000002
SSTR4	16	2	7.999996000002
TOP2B	16	2	7.999996000002
NLK	16	2	7.999996000002
USP29	16	2	7.999996000002
ATP5J2-PTCD1	16	2	7.999996000002
MTIF2	16	2	7.999996000002
ZNF644	16	2	7.999996000002
EPS8L3	16	2	7.999996000002
SMC3	16	2	7.999996000002
SLC12A6	16	2	7.999996000002
DHX15	16	2	7.999996000002
CPNE6	16	2	7.999996000002
KLC2	16	2	7.999996000002
RANBP6	16	2	7.999996000002
ZNF800	16	2	7.999996000002
MAP2K4	8	1	7.9999920000080005
ZNF256	8	1	7.9999920000080005
POMGNT2	8	1	7.9999920000080005
SPAG5	8	1	7.9999920000080005
MKNK2	8	1	7.9999920000080005
WNT9A	8	1	7.9999920000080005
XYLB	8	1	7.9999920000080005
LRRIQ4	8	1	7.9999920000080005
CARM1	8	1	7.9999920000080005
POPDC3	8	1	7.9999920000080005
SOWAHB	8	1	7.9999920000080005
LARS	8	1	7.9999920000080005
MAGT1	8	1	7.9999920000080005
HYAL1	8	1	7.9999920000080005
LINS	8	1	7.9999920000080005
ASPN	8	1	7.9999920000080005
ISLR	8	1	7.9999920000080005
PORCN	8	1	7.9999920000080005
CPNE3	8	1	7.9999920000080005
KCNK5	8	1	7.9999920000080005
WNT7B	8	1	7.9999920000080005
CCDC63	8	1	7.9999920000080005
SLCO2B1	8	1	7.9999920000080005
PSMA4	8	1	7.9999920000080005
MTM1	8	1	7.9999920000080005
WDR48	8	1	7.9999920000080005
INPP5K	8	1	7.9999920000080005
PSAP	8	1	7.9999920000080005
CYTH1	8	1	7.9999920000080005
CKMT2	8	1	7.9999920000080005
TAF15	8	1	7.9999920000080005
SRSF5	8	1	7.9999920000080005
C1orf198	8	1	7.9999920000080005
IFIT3	8	1	7.9999920000080005
ART1	8	1	7.9999920000080005
